,latitude,longitude,depth,d13C,Core,speciesNam,age_calkaB,d18O,Author,FileName,sitename,datadoi,predicted_cluster,cluster,cen_x,cen_y,c
125,18.27,119.75,2486,0.34,GIK17928_2,"Cib.w, wuellerstorfi, CW",,2.67,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17928_2,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
126,18.66,113.64,1219,0.295,GIK17944_1,"Cib spp, cib",,2.26,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17944_1,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
127,18.66,113.64,1219,0.3,GIK17944_1,"Cib.w, wuellerstorfi, CW",,2.26,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17944_1,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
128,18.88,116.53,3143,0.2,GIK17935_2,"Cib spp, cib",,2.45,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17935_2,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
129,18.95,117.55,917,0.32,GIK17943_1,"Cib.w, wuellerstorfi, CW",,1.895,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17943_1,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
130,19.0,118.73,3761,0.12,GIK17926_2,"Cib.w, wuellerstorfi, CW",,2.68,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17926_2,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
131,19.03,116.46,2665,0.26,GIK17934_1,"Cib.w, wuellerstorfi, CW",,2.57,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17934_1,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
132,19.33,113.2,329,1.55,GIK17942_1,"Cib.w, wuellerstorfi, CW",,1.0,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17942_1,"doi:10.1594/PANGAEA.690656,",1,1,2.004168434173913,1.4730074782608695,#81DF20
134,19.53,116.23,1972,0.27,GIK17933_2,"Cib.w, wuellerstorfi, CW",,2.63,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17933_2,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
135,19.79,117.54,2835,0.15,GIK17938_1,"Cib.w, wuellerstorfi, CW",,2.565,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17938_1,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
136,19.85,119.05,2980,0.18,GIK17925_2,"Cib.w, wuellerstorfi, CW",,2.51,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17925_2,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
137,19.95,116.04,1365,0.27,GIK17932_1,"Cib.w, wuellerstorfi, CW",,2.38,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17932_1,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
138,19.97,117.46,2473,0.17,GIK17939_1,"Cib.w, wuellerstorfi, CW",,2.46,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17939_1,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
139,20.1,115.96,1005,0.28,GIK17931_1,"Cib spp, cib",,2.07,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17931_1,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
140,20.1,115.96,1005,0.28,GIK17931_1,"Cib.w, wuellerstorfi, CW",,2.07,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17931_1,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
141,20.12,117.38,1728,0.19,GIK17940_1,"Cib spp, cib",,2.52,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17940_1,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
142,20.33,115.78,629,0.62,GIK17930_1,"Cib.w, wuellerstorfi, CW",,1.3,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17930_1,"doi:10.1594/PANGAEA.690656,",1,1,2.004168434173913,1.4730074782608695,#81DF20
143,20.68,115.7,371,1.53,GIK17929_1,"Cib spp, cib",,1.23,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17929_1,"doi:10.1594/PANGAEA.690656,",1,1,2.004168434173913,1.4730074782608695,#81DF20
144,21.52,118.48,2201,-0.14,GIK17941_1,"Cib.w, wuellerstorfi, CW",,2.705,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17941_1,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
145,21.52,118.48,2201,-0.135,GIK17941_1,"Cib spp, cib",,2.705,"Cheng, X et al. (2005)",690656.txt,S_site_GIK17941_1,"doi:10.1594/PANGAEA.690656,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
146,31.62,129.35,700,0.93,CH84_27,"Cib.w, wuellerstorfi, CW",,1.36,Laurent Labeyrie,ch84-27-tab.txt,S_site_CH84_27,,1,1,2.004168434173913,1.4730074782608695,#81DF20
147,32.87,-119.97,1194,-0.04,EW9504_09,unassigned,1.22,2.3,Lowell D. Stott,ew950409-tab.txt,S_site_EW9504_09,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
148,50.42,167.73,3300,0.32,Vi_37GC,"Cib.w, wuellerstorfi, CW",,3.0,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_Vi_37GC,see_info_in_citation,2,0,2.7160713812868216,0.24484144573643407,#DF2020
149,50.94,168.11,3670,0.32,Vi_35GC,"Cib.w, wuellerstorfi, CW",,3.0,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_Vi_35GC,see_info_in_citation,2,0,2.7160713812868216,0.24484144573643407,#DF2020
150,51.05,168.1,3700,0.34,6_TOW_015GGC,"Cib.w, wuellerstorfi, CW",,2.79,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_6_TOW_015GGC,see_info_in_citation,0,0,2.7160713812868216,0.24484144573643407,#DF2020
151,51.06,168.04,3416,0.02,6_TOW_012GGC,"Cib.w, wuellerstorfi, CW",,2.91,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_6_TOW_012GGC,see_info_in_citation,2,0,2.7160713812868216,0.24484144573643407,#DF2020
152,51.06,168.07,3516,0.33,6_TOW_013GGC,"Cib.w, wuellerstorfi, CW",,2.92,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_6_TOW_013GGC,see_info_in_citation,2,0,2.7160713812868216,0.24484144573643407,#DF2020
153,51.06,168.07,3631,0.22,6_TOW_014GGC,"Cib.w, wuellerstorfi, CW",,2.97,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_6_TOW_014GGC,see_info_in_citation,2,0,2.7160713812868216,0.24484144573643407,#DF2020
154,51.06,168.14,3816,0.22,6_TOW_016GGC,"Cib.w, wuellerstorfi, CW",,2.74,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_6_TOW_016GGC,see_info_in_citation,0,0,2.7160713812868216,0.24484144573643407,#DF2020
155,51.07,167.98,3225,0.11,6_TOW_011PC,"Cib.w, wuellerstorfi, CW",,3.02,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_6_TOW_011PC,see_info_in_citation,2,0,2.7160713812868216,0.24484144573643407,#DF2020
156,51.07,168.01,3296,0.43,6_TOW_011GGC,"Cib.w, wuellerstorfi, CW",,3.235,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_6_TOW_011GGC,see_info_in_citation,2,0,2.7160713812868216,0.24484144573643407,#DF2020
157,51.08,167.95,3041,-0.075,6_TOW_007GGC,"Cib.w, wuellerstorfi, CW",,3.065,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_6_TOW_007GGC,see_info_in_citation,2,0,2.7160713812868216,0.24484144573643407,#DF2020
158,51.08,167.98,3160,0.21,6_TOW_008GGC,"Cib.w, wuellerstorfi, CW",,3.05,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_6_TOW_008GGC,see_info_in_citation,2,0,2.7160713812868216,0.24484144573643407,#DF2020
159,51.09,167.91,2920,0.29,6_TOW_006GGC,"Cib.w, wuellerstorfi, CW",,2.78,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_6_TOW_006GGC,see_info_in_citation,0,0,2.7160713812868216,0.24484144573643407,#DF2020
160,51.11,167.83,2610,0.05,6_TOW_003GGC,"Cib.w, wuellerstorfi, CW",,2.83,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_6_TOW_003GGC,see_info_in_citation,0,0,2.7160713812868216,0.24484144573643407,#DF2020
161,51.11,167.9,2804,0.24,6_TOW_005GGC,"Cib.w, wuellerstorfi, CW",,3.07,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_6_TOW_005GGC,see_info_in_citation,2,0,2.7160713812868216,0.24484144573643407,#DF2020
162,51.12,167.79,2507,-0.14,6_TOW_002GGC,"Cib.w, wuellerstorfi, CW",,3.1,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_6_TOW_002GGC,see_info_in_citation,2,0,2.7160713812868216,0.24484144573643407,#DF2020
163,52.99,164.64,2970,0.26,Vi_26BC,"Cib.w, wuellerstorfi, CW",,2.93,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_Vi_26BC,see_info_in_citation,2,0,2.7160713812868216,0.24484144573643407,#DF2020
164,53.01,164.65,2980,0.17,RAMA_44P,"Cib.w, wuellerstorfi, CW",,2.53,"McCorkle, DC, Keigwin, LD (1994)",052668.txt,S_site_RAMA_44P,see_info_in_citation,0,0,2.7160713812868216,0.24484144573643407,#DF2020
165,54.42,-149.43,3480,-0.01,PAR87A_01,"Cib spp, cib",7.01,2.63,"Zahn, R et al. (1991)",055263.txt,S_site_PAR87A_01,"doi:10.1594/PANGAEA.55263,",0,0,2.7160713812868216,0.24484144573643407,#DF2020
166,-56.68,160.24,3912,0.16,SO136-111,"Cib.w, wuellerstorfi, CW",,3.59,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
167,-53.63,169.87,799,1.28,B32,"Cib.w, wuellerstorfi, CW",,2.64,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
168,-53.33,169.24,602,1.88,SO136-61,"Cib spp, cib",,2.48,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
169,-51.72,167.83,629,1.75,D178,"Cib.w, wuellerstorfi, CW",,2.44,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
170,-51.7,171.52,519,1.57,F137,"Cib.w, wuellerstorfi, CW",,2.39,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
171,-50.63,169.38,585,1.72,MD97-2109,"Cib.w, wuellerstorfi, CW",,2.56,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
172,-50.6,171.39,529,1.23,D206,"Cib.w, wuellerstorfi, CW",,2.24,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
173,-50.52,174.32,1026,1.05,F149,"Cib.w, wuellerstorfi, CW",,2.27,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
174,-49.78,168.93,649,1.82,D84,"Cib.w, wuellerstorfi, CW",,2.77,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
175,-48.95,174.98,704,1.38,F111,"Cib.w, wuellerstorfi, CW",,2.22,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
176,-48.67,170.81,801,1.35,F104,"Cib.w, wuellerstorfi, CW",,2.24,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
177,-48.5,149.52,2155,0.74,MD97-2108,"Cib.w, wuellerstorfi, CW",,3.23,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
178,-47.04,174.08,1429,0.62,H564,"Cib.w, wuellerstorfi, CW",,2.84,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
179,-47.0,149.52,3208,0.61,SO136-155,"Cib.w, wuellerstorfi, CW",,3.22,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
180,-47.0,166.06,1648,1.8,TAN0803-09,"Cib spp, cib",,2.98,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
181,-46.77,166.92,743,1.68,TAN1106-07,"Cib spp, cib",,1.79,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
182,-46.58,-177.41,4432,0.42,"181-1122C-1H-1,0-2","Cib.w, wuellerstorfi, CW",,3.06,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
183,-46.55,149.08,3682,0.23,SO136-162,"Cib.w, wuellerstorfi, CW",,3.29,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
184,-46.47,175.07,1936,1.27,Q217,"Cib.w, wuellerstorfi, CW",,5.44,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
185,-46.21,179.0,3166,0.37,W152,"Cib.w, wuellerstorfi, CW",,3.69,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
186,-46.15,177.19,2424,0.66,H559,"Cib.w, wuellerstorfi, CW",,2.73,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
187,-46.15,177.19,2500,0.44,H559,"Cib.w, wuellerstorfi, CW",,2.7,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
188,-46.08,176.49,2125,0.51,Q206,"Cib.w, wuellerstorfi, CW",,2.75,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
189,-46.05,174.59,1733,0.53,H567,"Cib.w, wuellerstorfi, CW",,3.23,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
190,-45.96,175.06,1668,0.49,Q203,"Cib.w, wuellerstorfi, CW",,2.74,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
191,-45.95,147.51,3236,0.71,SO136-163,"Cib.w, wuellerstorfi, CW",,3.09,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
192,-45.87,175.48,1650,0.57,H562,"Cib.w, wuellerstorfi, CW",,2.81,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
193,-45.77,176.6,2066,0.53,SO213-82-1,"Cib.w, wuellerstorfi, CW",,3.53,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
194,-45.66,172.02,1370,0.72,Q200,"Cib.w, wuellerstorfi, CW",,2.62,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
195,-45.46,178.02,2700,0.42,J1042,"Cib.w, wuellerstorfi, CW",,2.89,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
196,-45.39,177.99,2632,0.43,Q215,"Cib.w, wuellerstorfi, CW",,2.81,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
197,-45.34,172.69,1462,0.62,H534,"Cib.w, wuellerstorfi, CW",,2.93,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
198,-45.33,-174.08,4680,0.14,Q575,"Cib.w, wuellerstorfi, CW",,3.65,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
199,-45.31,177.16,2250,0.44,H560,"Cib.w, wuellerstorfi, CW",,2.88,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
200,-45.31,147.92,4068,-0.15,SO136-164,"Cib.w, wuellerstorfi, CW",,3.68,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
201,-45.12,174.57,972,1.21,SO213-84-1,"Cib.w, wuellerstorfi, CW",,2.42,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
202,-45.1,147.74,4002,0.29,RS95-GC34,"Cib spp, cib",,3.01,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
203,-45.03,177.06,1860,0.63,Q216,"Cib.w, wuellerstorfi, CW",,3.12,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
204,-44.9,172.9,1240,0.92,E427,"Cib.w, wuellerstorfi, CW",,2.65,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
205,-44.78,172.8,1130,0.96,E426,"Cib.w, wuellerstorfi, CW",,2.55,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
206,-44.76,172.39,393,1.92,"181-1119A-1H-1,0-2","Cib.w, wuellerstorfi, CW",,1.52,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
207,-44.73,172.73,721,1.75,E425,"Cib.w, wuellerstorfi, CW",,3.13,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
208,-44.69,179.07,1841,0.77,W272,"Cib.w, wuellerstorfi, CW",,2.74,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
209,-44.67,172.63,293,1.74,E424,"Cib.w, wuellerstorfi, CW",,1.89,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
210,-44.57,173.15,511,1.94,G664,"Cib.w, wuellerstorfi, CW",,1.82,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
211,-44.41,173.06,165,1.67,H362,"Cib.w, wuellerstorfi, CW",,1.43,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
212,-44.25,149.98,2667,0.57,FRG94-003,"Cib.w, wuellerstorfi, CW",,3.38,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
213,-44.13,178.0,1080,1.19,Q213,"Cib.w, wuellerstorfi, CW",,3.04,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
214,-44.0,177.42,715,1.72,E75,"Cib.w, wuellerstorfi, CW",,1.92,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
215,-43.87,-175.33,623,1.58,C618,"Cib.w, wuellerstorfi, CW",,2.4,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
216,-43.83,-175.67,232,1.21,G56,"Cib.w, wuellerstorfi, CW",,2.34,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
217,-43.67,-174.78,752,1.73,C620,"Cib.w, wuellerstorfi, CW",,1.99,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
218,-43.58,174.0,215,1.79,H427,"Cib.w, wuellerstorfi, CW",,1.7,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
219,-43.58,174.0,215,1.86,H427,"Cib.w, wuellerstorfi, CW",,1.52,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
220,-43.5,174.0,366,2.08,E48,"Cib.w, wuellerstorfi, CW",,1.8,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
221,-43.45,167.9,1477,0.81,MD06-2986,"Cib.w, wuellerstorfi, CW",,2.67,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
222,-43.44,167.85,1556,0.63,SO136-011,"Cib.w, wuellerstorfi, CW",,2.73,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
223,-43.25,174.48,574,1.84,E435,"Cib.w, wuellerstorfi, CW",,2.92,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
224,-43.25,178.67,480,1.29,D117,"Cib.w, wuellerstorfi, CW",,2.1,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
225,-43.2,-174.0,1128,0.85,R623,"Cib.w, wuellerstorfi, CW",,3.31,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
226,-43.02,175.57,285,1.82,F756,"Cib.w, wuellerstorfi, CW",,2.73,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
227,-43.0,174.5,854,1.42,F755,"Cib.w, wuellerstorfi, CW",,2.28,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
228,-42.85,178.98,980,0.8,W268,"Cib.w, wuellerstorfi, CW",,3.48,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
229,-42.83,174.17,1646,0.11,E93,"Cib.w, wuellerstorfi, CW",,1.37,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
230,-42.8,174.53,1324,0.48,F754,"Cib.w, wuellerstorfi, CW",,2.4,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
231,-42.72,176.91,850,1.57,U951,"Cib.w, wuellerstorfi, CW",,2.19,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
232,-42.67,178.67,1637,0.77,D115,"Cib.w, wuellerstorfi, CW",,2.68,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
233,-42.55,176.39,1625,0.15,F761,"Cib.w, wuellerstorfi, CW",,2.96,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
234,-42.55,-178.17,1365,0.68,"181-1125A-1H-1,0-2","Cib.w, wuellerstorfi, CW",,2.86,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
235,-42.53,-178.49,1408,0.11,CHAT 16K/R657,"Cib spp, cib",,2.81,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
236,-42.53,-178.49,1408,0.93,R657,"Cib.w, wuellerstorfi, CW",,2.61,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
237,-42.34,-171.5,2030,0.49,S925,"Cib.w, wuellerstorfi, CW",,2.96,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
238,-42.13,169.88,958,1.06,SO136-003,"Cib.w, wuellerstorfi, CW",,2.23,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
239,-41.79,-171.5,3290,0.34,"181-1123B-1H-1,0-2","Cib.w, wuellerstorfi, CW",,2.76,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
240,-41.58,-171.5,3550,0.55,S924,"Cib.w, wuellerstorfi, CW",,2.74,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
241,-39.94,-178.5,3654,0.38,Q859,"Cib.w, wuellerstorfi, CW",,2.23,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
242,-39.46,-176.41,4096,0.52,S931,"Cib.w, wuellerstorfi, CW",,2.82,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
243,-33.98,152.0,2007,0.58,112GC10,"Cib spp, cib",,2.89,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
244,-33.95,151.92,1467,0.71,112GC9,"Cib spp, cib",,3.04,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
245,-26.59,153.85,1022,1.01,105GC25,"Cib spp, cib",,2.15,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
246,-26.5,153.83,355,1.58,105GC20,"Cib spp, cib",,1.06,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
247,-26.5,153.88,842,0.89,105GC23,"Cib spp, cib",,1.81,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
249,-23.57,153.78,990,1.05,FR1/97GC12,"Cib spp, cib",,2.07,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
250,-23.38,153.37,502,1.42,FR1/97GC11,"Cib spp, cib",,1.27,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
251,-23.0,152.8,335,1.48,FR1/97GC10,"Cib spp, cib",,0.46,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
252,-18.06,150.04,745,1.5,ODP133-818b,"Cib spp, cib",,1.92,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
253,-22.67,-83.16,3510,0.34,h96-tk1,"Cib.w, wuellerstorfi, CW",,2.89,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
254,-21.74,-81.92,2466,0.32,h96-tg3,"Cib.w, wuellerstorfi, CW",,2.58,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
255,-20.32,-81.02,3060,0.29,h96-tg4,"Cib.w, wuellerstorfi, CW",,2.59,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
256,-17.23,-78.1,3120,0.32,h96-tg7,"Cib.w, wuellerstorfi, CW",,2.67,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
257,0.93,-104.1,3496,0.25,PLDS   66Bx,"Cib.w, wuellerstorfi, CW",,2.67,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
258,0.97,-131.65,4407,0.27,PLDS   89Bx,"Cib.w, wuellerstorfi, CW",,2.65,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
259,0.98,-135.07,4297,0.32,PLDS   90Bx,"Cib.w, wuellerstorfi, CW",,2.7,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
260,1.0,-113.65,3944,0.25,PLDS   74Bx,"Cib.w, wuellerstorfi, CW",,2.68,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
261,1.0,-109.25,3626,0.27,PLDS   72Bx,"Cib.w, wuellerstorfi, CW",,2.85,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
262,1.02,-105.48,3650,0.28,PLDS   68Bx,"Cib.w, wuellerstorfi, CW",,2.74,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
263,1.05,-119.92,4366,0.35,PLDS   77Bx,"Cib.w, wuellerstorfi, CW",,2.63,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
264,1.05,-107.2,3694,0.33,PLDS   70Bx,"Cib.w, wuellerstorfi, CW",,2.95,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
265,1.07,-122.23,4542,0.18,PLDS   79Bx,"Cib.w, wuellerstorfi, CW",,2.9,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
266,2.35,163.7,4324,0.36,ERDC141Bx,"Cib.w, wuellerstorfi, CW",,3.06,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
267,22.9,-109.48,640,-0.15,ET97-7T,"Cib.w, wuellerstorfi, CW",,1.598,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
268,22.91,-109.46,690,-0.08,AL98-PC12,"Cib.w, wuellerstorfi, CW",,2.04,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
269,22.92,-109.45,625,-0.19,LPAZ 21 P,"Cib.w, wuellerstorfi, CW",,1.62,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
270,23.23,-111.04,1222,-0.07,RGS87-19 BC,"Cib.w, wuellerstorfi, CW",,2.3,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
271,23.25,-109.44,880,0.01,BAP96-2-T,"Cib.w, wuellerstorfi, CW",,2.075,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
272,23.27,-110.55,695,-0.12,CA94-3-I,"Cib.w, wuellerstorfi, CW",,1.71,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
273,23.34,-111.95,750,-0.2,RGS87-21 GC,"Cib.w, wuellerstorfi, CW",,1.99,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
274,23.58,-111.18,604,-0.09,RGS87-16 GC,"Cib.w, wuellerstorfi, CW",,1.66,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
275,24.88,-112.88,1450,0.1,ET97-4T,"Cib.w, wuellerstorfi, CW",,2.4,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
276,25.06,-112.98,1600,0.05,BAP96-10-T,"Cib.w, wuellerstorfi, CW",,2.28,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
277,29.27,-115.62,863,-0.03,CA94-12k-4,"Cib.w, wuellerstorfi, CW",,2.05,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
278,32.28,-118.4,1765,0.11,EW9504-04PC,"Cib.w, wuellerstorfi, CW",,2.33,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
