latitude,longitude,depth,d13C,datasetNam,Core,speciesNam,age_calkaB,d18O,Author,FileName,sitename,datadoi,Cruise
1.400000000000000,157.300000000000011,2342.000000000000000,0.400000000000000,P14,ERDC83bx,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
2.780000000000000,156.219999999999999,2767.000000000000000,0.400000000000000,P14,ERDC79bx,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
3.620000000000000,-83.969999999999999,3205.000000000000000,0.040000000000000,P14,TR163-31P,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
4.850000000000000,156.050000000000011,3585.000000000000000,0.220000000000000,P14,ERDC77bx,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
6.160000000000000,112.209999999999994,1556.000000000000000,-0.040000000000000,P14,GIK17964-2,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
8.510000000000000,112.329999999999998,1795.000000000000000,0.140000000000000,P14,GIK17961-2,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
18.760000000000002,115.870000000000005,3360.000000000000000,0.040000000000000,P14,SO50-31KL,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
18.840000000000000,116.569999999999993,3294.000000000000000,0.060000000000000,P14,ODP1148,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
23.590000000000000,-111.170000000000002,565.000000000000000,-0.180000000000000,P14,BC87-13BC,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
23.680000000000000,-111.099999999999994,380.000000000000000,-0.070000000000000,P14,BC87-9BC,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
24.430000000000000,-112.480000000000004,577.000000000000000,-0.130000000000000,P14,CA94-4K,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
28.059999999999999,127.549999999999997,1058.000000000000000,0.070000000000000,P14,BO94-20 PN3PC,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
31.280000000000001,-117.629999999999995,2033.000000000000000,-0.010000000000000,P14,ODP1011,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
31.550000000000001,138.250000000000000,3320.000000000000000,0.510000000000000,P14,KT92-17 PC16,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
32.090000000000003,133.539999999999992,2700.000000000000000,-0.120000000000000,P14,KT89-18 P4,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
32.280000000000001,-118.379999999999995,1783.000000000000000,0.080000000000000,P14,ODP1012,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
32.280000000000001,-118.400000000000006,1759.000000000000000,-0.310000000000000,P14,EW9504-04,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
32.399999999999999,138.270000000000010,3252.000000000000000,0.340000000000000,P14,KT92-17 PC14,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
32.579999999999998,140.340000000000003,1503.000000000000000,-0.070000000000000,P14,V20-133,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
33.359999999999999,159.129999999999995,3107.000000000000000,-0.240000000000000,P14,S-2,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
35.320000000000000,177.919999999999987,3870.000000000000000,0.050000000000000,P14,V32-126,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
36.469999999999999,177.169999999999987,3623.000000000000000,0.180000000000000,P14,V32-128,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
36.979999999999997,-123.280000000000001,2400.000000000000000,0.130000000000000,P14,ODP-1018,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
37.549999999999997,138.580000000000013,1476.000000000000000,0.450000000000000,P14,RS67-GC3,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
48.609999999999999,150.430000000000007,1980.000000000000000,0.100000000000000,P14,Nes-GGC-15,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
51.060000000000002,167.000000000000000,3296.000000000000000,0.240000000000000,P14,RNDB-GGC-11,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
51.079999999999998,167.949999999999989,3041.000000000000000,0.090000000000000,P14,RNDB-GGC-7,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
51.159999999999997,167.659999999999997,2393.000000000000000,-0.030000000000000,P14,RNDB-GGC-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
51.299999999999997,167.659999999999997,2335.000000000000000,-0.150000000000000,P14,RNDB-GGC-26,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
52.990000000000002,164.639999999999986,2960.000000000000000,0.260000000000000,P14,VINO-BC-26,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
53.549999999999997,144.550000000000011,1000.000000000000000,-0.160000000000000,P14,Nes-BC-32,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,NaN
-36.219999999999999,-73.680000000000007,1016.000000000000000,0.620000000000000,Mix,1234A 1H-1,"Cib.w, wuellerstorfi, CW",NaN,2.660000000000000,NaN,NaN,NaN,NaN,NaN
-36.170000000000002,-73.569999999999993,509.000000000000000,0.670000000000000,Mix,RR970245P,"Cib.w, wuellerstorfi, CW",NaN,3.220000000000000,NaN,NaN,NaN,NaN,NaN
-23.609999999999999,-73.609999999999999,3396.000000000000000,0.150000000000000,Mix,RR9702A-50MC2,"Cib.w, wuellerstorfi, CW",NaN,3.170000000000000,NaN,NaN,NaN,NaN,NaN
-21.359999999999999,-81.439999999999998,1323.000000000000000,0.180000000000000,Mix,R9702A55T,"Cib.w, wuellerstorfi, CW",NaN,3.030000000000000,NaN,NaN,NaN,NaN,NaN
-20.879999999999999,-81.500000000000000,2450.000000000000000,0.230000000000000,Mix,RR9702-61T,"Cib.w, wuellerstorfi, CW",NaN,3.190000000000000,NaN,NaN,NaN,NaN,NaN
-18.090000000000000,-79.040000000000006,2901.000000000000000,-0.080000000000000,Mix,RR9702-63T,"Cib.w, wuellerstorfi, CW",NaN,3.260000000000000,NaN,NaN,NaN,NaN,NaN
-14.800000000000001,-113.500000000000000,3044.000000000000000,0.090000000000000,Mix,GS7202-35,"Cib.w, wuellerstorfi, CW",NaN,3.050000000000000,NaN,NaN,NaN,NaN,NaN
-13.170000000000000,-77.260000000000005,1419.000000000000000,0.270000000000000,Mix,RR9702-83MC,"Cib.w, wuellerstorfi, CW",NaN,2.820000000000000,NaN,NaN,NaN,NaN,NaN
-12.779999999999999,-107.930000000000007,3603.000000000000000,-0.080000000000000,Mix,GS7202-29,"Cib.w, wuellerstorfi, CW",NaN,3.120000000000000,NaN,NaN,NaN,NaN,NaN
-7.560000000000000,-100.400000000000006,3961.000000000000000,-0.220000000000000,Mix,GS7202-22,"Cib.w, wuellerstorfi, CW",NaN,2.390000000000000,NaN,NaN,NaN,NaN,NaN
-6.380000000000000,-106.939999999999998,3175.000000000000000,0.370000000000000,Mix,Y71-9-101,"Cib.w, wuellerstorfi, CW",NaN,2.600000000000000,NaN,NaN,NaN,NaN,NaN
-2.300000000000000,-97.930000000000007,3371.000000000000000,0.210000000000000,Mix,GS7202-17,"Cib.w, wuellerstorfi, CW",NaN,2.600000000000000,NaN,NaN,NaN,NaN,NaN
-1.850000000000000,-82.790000000000006,2203.000000000000000,0.200000000000000,Mix,ME05A-25MC,"Cib.w, wuellerstorfi, CW",NaN,2.750000000000000,NaN,NaN,NaN,NaN,NaN
-1.840000000000000,-139.710000000000008,4354.000000000000000,0.190000000000000,Mix,TTN13-18PC,"Cib.w, wuellerstorfi, CW",NaN,2.400000000000000,NaN,NaN,NaN,NaN,NaN
-1.420000000000000,146.400000000000006,1900.000000000000000,0.450000000000000,Mix,MD97-2138,"Cib.w, wuellerstorfi, CW",NaN,2.500000000000000,NaN,NaN,NaN,NaN,NaN
-0.670000000000000,-82.079999999999998,1415.000000000000000,0.440000000000000,Mix,1239A 1H-1,"Cib.w, wuellerstorfi, CW",NaN,2.630811691000000,NaN,NaN,NaN,NaN,NaN
-0.510000000000000,-82.000000000000000,1343.000000000000000,0.420000000000000,Mix,ME0005A-29MC,"Cib.w, wuellerstorfi, CW",NaN,2.604000000000000,NaN,NaN,NaN,NaN,NaN
-0.470000000000000,-82.069999999999993,1373.000000000000000,0.360000000000000,Mix,V19-27-TC,"Cib.w, wuellerstorfi, CW",NaN,2.330000000000000,NaN,NaN,NaN,NaN,NaN
-0.100000000000000,-95.650000000000006,3231.000000000000000,0.180000000000000,Mix,RC13-110,"Cib.w, wuellerstorfi, CW",NaN,2.740000000000000,NaN,NaN,NaN,NaN,NaN
0.080000000000000,-86.480000000000004,2740.000000000000000,-0.010000000000000,Mix,Y69-71P,"Cib.w, wuellerstorfi, CW",NaN,2.710000000000000,NaN,NaN,NaN,NaN,NaN
0.110000000000000,-139.400000000000006,4298.000000000000000,0.270000000000000,Mix,TTN13-72PC,"Cib.w, wuellerstorfi, CW",NaN,2.390000000000000,NaN,NaN,NaN,NaN,NaN
0.180000000000000,-110.519999999999996,3839.000000000000000,0.220000000000000,Mix,849B01H1,"Cib.w, wuellerstorfi, CW",NaN,3.010000000000000,NaN,NaN,NaN,NaN,NaN
0.950000000000000,-138.960000000000008,4287.000000000000000,0.120000000000000,Mix,W8402A-14GC,"Cib.w, wuellerstorfi, CW",NaN,2.640000000000000,NaN,NaN,NaN,NaN,NaN
1.870000000000000,-82.780000000000001,2202.000000000000000,0.330000000000000,Mix,1238B-1H-1,"Cib.w, wuellerstorfi, CW",NaN,2.923987389000000,NaN,NaN,NaN,NaN,NaN
2.980000000000000,-86.560000000000002,2870.000000000000000,-0.040000000000000,Mix,Y69-106P,"Cib.w, wuellerstorfi, CW",NaN,2.796666667000000,NaN,NaN,NaN,NaN,NaN
3.210000000000000,-86.489999999999995,2675.000000000000000,0.200000000000000,Mix,ME0005A-20MC,"Cib.w, wuellerstorfi, CW",NaN,2.795000000000000,NaN,NaN,NaN,NaN,NaN
5.350000000000000,-110.090000000000003,3846.000000000000000,-0.130000000000000,Mix,VNTR01-4PC,"Cib.w, wuellerstorfi, CW",NaN,2.910000000000000,NaN,NaN,NaN,NaN,NaN
5.380000000000000,-98.989999999999995,3410.000000000000000,-0.240000000000000,Mix,GS7202-14,"Cib.w, wuellerstorfi, CW",NaN,3.310000000000000,NaN,NaN,NaN,NaN,NaN
5.850000000000000,-86.450000000000003,2045.000000000000000,0.210000000000000,Mix,ME05A-14MC,"Cib.w, wuellerstorfi, CW",NaN,2.936000000000000,NaN,NaN,NaN,NaN,NaN
7.320000000000000,-84.109999999999999,1003.000000000000000,0.350000000000000,Mix,ME05A-38MC,"Cib.w, wuellerstorfi, CW",NaN,2.920000000000000,NaN,NaN,NaN,NaN,NaN
7.860000000000000,-83.609999999999999,1368.000000000000000,0.400000000000000,Mix,ME0005A-43JC,"Cib.w, wuellerstorfi, CW",NaN,2.595000000000000,NaN,NaN,NaN,NaN,NaN
15.580000000000000,-95.280000000000001,1079.000000000000000,0.280000000000000,Mix,ME05A,"Cib.w, wuellerstorfi, CW",NaN,2.740000000000000,NaN,NaN,NaN,NaN,NaN
23.730000000000000,-112.439999999999998,3054.000000000000000,0.030000000000000,Mix,Y74-2-22,"Cib.w, wuellerstorfi, CW",NaN,2.910000000000000,NaN,NaN,NaN,NaN,NaN
33.350000000000001,-120.430000000000007,1430.000000000000000,0.020000000000000,Mix,V1-81-G15,"Cib.w, wuellerstorfi, CW",NaN,2.410000000000000,NaN,NaN,NaN,NaN,NaN
34.549999999999997,-121.109999999999999,938.000000000000000,-0.020000000000000,Mix,EW950412P,"Cib.w, wuellerstorfi, CW",NaN,3.020000000000000,NaN,NaN,NaN,NaN,NaN
36.990000000000002,-123.269999999999996,2510.000000000000000,-0.010000000000000,Mix,EW9504-13,"Cib.w, wuellerstorfi, CW",NaN,3.130000000000000,NaN,NaN,NaN,NaN,NaN
41.000000000000000,-126.439999999999998,3075.000000000000000,-0.210000000000000,Mix,EW9504-18,"Cib.w, wuellerstorfi, CW",NaN,2.520000000000000,NaN,NaN,NaN,NaN,NaN
56.990000000000002,-135.479999999999990,216.000000000000000,0.940000000000000,Mix,EW0408-40JC,"Cib.w, wuellerstorfi, CW",NaN,1.317645907000000,NaN,NaN,NaN,NaN,NaN
-3.580000000000000,-83.930000000000007,2673.000000000000000,0.020000000000000,D84,V19-29,"Cib spp, cib",NaN,2.600000000000000,NaN,NaN,NaN,NaN,NaN
-3.380000000000000,-83.349999999999994,3091.000000000000000,0.030000000000000,D84,V19-30,"Cib spp, cib",NaN,2.690000000000000,NaN,NaN,NaN,NaN,NaN
-2.370000000000000,-84.650000000000006,2720.000000000000000,0.190000000000000,D84,V19-28,"Cib spp, cib",NaN,2.610000000000000,NaN,NaN,NaN,NaN,NaN
-1.620000000000000,159.229999999999990,2169.000000000000000,0.250000000000000,D84,ERDC-112,"Cib.w, wuellerstorfi, CW",NaN,2.820000000000000,NaN,NaN,NaN,NaN,NaN
0.680000000000000,-108.620000000000005,3588.000000000000000,0.420000000000000,D84,RC10-65,"Cib spp, cib",NaN,2.640000000000000,NaN,NaN,NaN,NaN,NaN
41.270000000000003,-126.400000000000006,2743.000000000000000,0.010000000000000,D84,Y69-10-2,"Cib spp, cib",NaN,2.830000000000000,NaN,NaN,NaN,NaN,NaN
-73.420000000000002,-82.890000000000001,578.000000000000000,-0.270000000000000,M12,2532-2,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-72.829999999999998,-72.579999999999998,757.000000000000000,-0.120000000000000,M12,2531-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-72.489999999999995,-73.349999999999994,560.000000000000000,0.190000000000000,M12,2529-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-71.989999999999995,-75.280000000000001,446.000000000000000,0.550000000000000,M12,2528-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-71.799999999999997,-105.189999999999998,546.000000000000000,0.630000000000000,M12,2544-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-71.480000000000004,-76.090000000000003,730.000000000000000,-0.300000000000000,M12,2527-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-71.019999999999996,-85.900000000000006,594.000000000000000,0.800000000000000,M12,2533-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-70.950000000000003,-89.340000000000003,547.000000000000000,0.790000000000000,M12,2543-3,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-70.799999999999997,-119.510000000000005,2649.000000000000000,0.730000000000000,M12,2548-2,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-70.510000000000005,-87.099999999999994,677.000000000000000,0.730000000000000,M12,2542-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-70.260000000000005,-87.579999999999998,1241.000000000000000,0.760000000000000,M12,2541-2,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-70.060000000000002,-87.930000000000007,1822.000000000000000,0.830000000000000,M12,2540-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-70.010000000000005,-80.060000000000002,580.000000000000000,0.660000000000000,M12,2526-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-69.879999999999995,-118.219999999999999,3109.000000000000000,0.520000000000000,M12,2550-2,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-69.849999999999994,-88.689999999999998,2633.000000000000000,0.890000000000000,M12,2539-2,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-69.730000000000004,-88.920000000000002,3236.000000000000000,0.520000000000000,M12,2538-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-69.500000000000000,-94.170000000000002,3586.000000000000000,0.240000000000000,M12,2556-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-69.310000000000002,-89.730000000000004,3781.000000000000000,0.420000000000000,M12,2537-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-69.219999999999999,-97.450000000000003,4298.000000000000000,0.540000000000000,M12,2553-2,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-68.849999999999994,-90.879999999999995,264.000000000000000,-0.310000000000000,M12,2534-2,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-68.319999999999993,-89.629999999999995,3953.000000000000000,0.600000000000000,M12,2686-2,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XII/4
-68.269999999999996,-73.439999999999998,453.000000000000000,0.250000000000000,M12,2525-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-68.069999999999993,-92.629999999999995,4454.000000000000000,0.190000000000000,M12,2687-5,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XII/4
-67.219999999999999,-90.799999999999997,2404.000000000000000,0.290000000000000,M12,2690-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XII/4
-67.069999999999993,-91.819999999999993,4627.000000000000000,0.320000000000000,M12,2688-4,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XII/4
-66.890000000000001,-74.120000000000005,3436.000000000000000,0.230000000000000,M12,2522-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XI/3
-65.750000000000000,-69.049999999999997,218.000000000000000,0.480000000000000,M12,1555-2,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT VI/2
-65.390000000000001,-91.170000000000002,4715.000000000000000,0.460000000000000,M12,2691-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XII/4
-65.359999999999999,-66.459999999999994,458.000000000000000,-0.730000000000000,M12,1557-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT VI/2
-65.200000000000003,-92.689999999999998,3316.000000000000000,0.740000000000000,M12,2695-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XII/4
-65.069999999999993,-66.980000000000004,199.000000000000000,0.650000000000000,M12,1558-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT VI/2
-64.810000000000002,-93.579999999999998,4208.000000000000000,0.630000000000000,M12,2694-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XII/4
-64.780000000000001,-67.609999999999999,345.000000000000000,0.070000000000000,M12,1559-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT VI/2
-64.609999999999999,-68.010000000000005,830.000000000000000,0.460000000000000,M12,1560-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT VI/2
-64.469999999999999,-68.280000000000001,2804.000000000000000,-0.170000000000000,M12,1563-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT VI/2
-64.180000000000007,-68.980000000000004,3253.000000000000000,0.180000000000000,M12,1564-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT VI/2
-64.109999999999999,-65.269999999999996,515.000000000000000,-0.420000000000000,M12,1556-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT VI/2
-63.899999999999999,-69.500000000000000,3416.000000000000000,0.390000000000000,M12,1565-3,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT VI/2
-62.850000000000001,-115.079999999999998,5087.000000000000000,0.410000000000000,M12,269-4,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XVIII/5a
-58.219999999999999,-94.579999999999998,3916.000000000000000,0.530000000000000,M12,2676-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XII/4
-56.890000000000001,-113.569999999999993,3896.000000000000000,0.270000000000000,M12,276-1,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ANT XVIII/5a
75.000000000000000,-159.000000000000000,940.000000000000000,1.700000000000000,M13,08MUC-01,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ARA01B
75.010000000000005,-159.020000000000010,1934.000000000000000,1.360000000000000,M13,05MUC-01,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ARA01B
75.500000000000000,-163.819999999999993,1920.000000000000000,1.490000000000000,M13,32BOX-01,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ARA01B
75.969999999999999,-160.050000000000011,2100.000000000000000,1.520000000000000,M13,27MUC-01,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ARA01B
76.000000000000000,-159.009999999999991,820.000000000000000,0.850000000000000,M13,25MUC-01,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ARA01B
76.400000000000006,-176.039999999999992,1803.000000000000000,1.500000000000000,M13,16(A)BOX-01,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ARA02B
76.500000000000000,-166.009999999999991,952.000000000000000,1.600000000000000,M13,38(A)MUC-01,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ARA03B
76.609999999999999,-161.210000000000008,2129.000000000000000,1.230000000000000,M13,08MUC-02,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ARA03B
76.620000000000005,-161.250000000000000,2109.000000000000000,1.510000000000000,M13,09MUC-02,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ARA03B
76.709999999999994,-161.860000000000014,1056.000000000000000,1.790000000000000,M13,10MUC-02,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ARA03B
77.010000000000005,-177.360000000000014,1396.000000000000000,1.460000000000000,M13,29MUC-02,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ARA03B
77.079999999999998,-172.330000000000013,2013.000000000000000,1.420000000000000,M13,30MUC-01,"Cib spp, cib",NaN,nan,NaN,NaN,NaN,NaN,ARA03B
